"Ob","SEVERITY"
7804,"MILD"
7805,"MILD"
7806,"MILD"
7807,"MILD"
7808,"MILD"
7809,"MILD"
7810,"MILD"
7811,"MILD"
7812,"MILD"
7813,"MILD"
7814,"MILD"
7815,"MILD"
7816,"MILD"
7817,"MILD"
7818,"SEVERE"
7819,"MILD"
7820,"MILD"
7821,"MILD"
7822,"MILD"
7823,"MILD"
7824,"MILD"
7825,"MILD"
7826,"MILD"
7827,"MILD"
7828,"MILD"
7829,"MILD"
7830,"MILD"
7831,"MILD"
7832,"MILD"
7833,"MILD"
7834,"MILD"
7835,"MILD"
7836,"SEVERE"
7837,"MILD"
7838,"MILD"
7839,"MILD"
7840,"MILD"
7841,"MILD"
7842,"MILD"
7843,"MILD"
7844,"MILD"
7845,"MILD"
7846,"MILD"
7847,"MILD"
7848,"MILD"
7849,"MILD"
7850,"MILD"
7851,"MILD"
7852,"MILD"
7853,"MILD"
7854,"MILD"
7855,"MILD"
7856,"MILD"
7857,"MILD"
7858,"MILD"
7859,"MILD"
7860,"MILD"
7861,"MILD"
7862,"MILD"
7863,"MILD"
7864,"MILD"
7865,"MILD"
7866,"MILD"
7867,"MILD"
7868,"MILD"
7869,"MILD"
7870,"MILD"
7871,"MILD"
7872,"MILD"
7873,"MILD"
7874,"MILD"
7875,"MILD"
7876,"MILD"
7877,"MILD"
7878,"MILD"
7879,"MILD"
7880,"MILD"
7881,"MILD"
7882,"MILD"
7883,"MILD"
7884,"MILD"
7885,"MILD"
7886,"MILD"
7887,"MILD"
7888,"MILD"
7889,"MILD"
7890,"MILD"
7891,"MILD"
7892,"MILD"
7893,"MILD"
7894,"MILD"
7895,"MILD"
7896,"SEVERE"
7897,"MILD"
7898,"MILD"
7899,"MILD"
7900,"MILD"
7901,"MILD"
7902,"MILD"
7903,"MILD"
7904,"MILD"
7905,"MILD"
7906,"MILD"
7907,"MILD"
7908,"MILD"
7909,"MILD"
7910,"MILD"
7911,"MILD"
7912,"MILD"
7913,"MILD"
7914,"MILD"
7915,"MILD"
7916,"MILD"
7917,"MILD"
7918,"MILD"
7919,"MILD"
7920,"MILD"
7921,"MILD"
7922,"MILD"
7923,"MILD"
7924,"MILD"
7925,"MILD"
7926,"MILD"
7927,"MILD"
7928,"MILD"
7929,"MILD"
7930,"MILD"
7931,"MILD"
7932,"MILD"
7933,"MILD"
7934,"MILD"
7935,"SEVERE"
7936,"MILD"
7937,"MILD"
7938,"MILD"
7939,"MILD"
7940,"MILD"
7941,"MILD"
7942,"MILD"
7943,"MILD"
7944,"MILD"
7945,"MILD"
7946,"MILD"
7947,"MILD"
7948,"MILD"
7949,"SEVERE"
7950,"MILD"
7951,"SEVERE"
7952,"MILD"
7953,"MILD"
7954,"MILD"
7955,"MILD"
7956,"MILD"
7957,"MILD"
7958,"MILD"
7959,"MILD"
7960,"MILD"
7961,"MILD"
7962,"MILD"
7963,"MILD"
7964,"MILD"
7965,"MILD"
7966,"MILD"
7967,"MILD"
7968,"MILD"
7969,"MILD"
7970,"MILD"
7971,"MILD"
7972,"MILD"
7973,"MILD"
7974,"MILD"
7975,"MILD"
7976,"MILD"
7977,"MILD"
7978,"MILD"
7979,"MILD"
7980,"MILD"
7981,"MILD"
7982,"MILD"
7983,"MILD"
7984,"MILD"
7985,"SEVERE"
7986,"MILD"
7987,"MILD"
7988,"MILD"
7989,"MILD"
7990,"MILD"
7991,"MILD"
7992,"MILD"
7993,"MILD"
7994,"MILD"
7995,"SEVERE"
7996,"MILD"
7997,"MILD"
7998,"MILD"
7999,"MILD"
8000,"MILD"
8001,"MILD"
8002,"MILD"
8003,"MILD"
8004,"MILD"
8005,"MILD"
8006,"MILD"
8007,"MILD"
8008,"MILD"
8009,"MILD"
8010,"MILD"
8011,"MILD"
8012,"MILD"
8013,"MILD"
8014,"MILD"
8015,"MILD"
8016,"MILD"
8017,"MILD"
8018,"MILD"
8019,"MILD"
8020,"MILD"
8021,"MILD"
8022,"MILD"
8023,"MILD"
8024,"MILD"
8025,"MILD"
8026,"MILD"
8027,"MILD"
8028,"MILD"
8029,"MILD"
8030,"MILD"
8031,"MILD"
8032,"MILD"
8033,"MILD"
8034,"MILD"
8035,"MILD"
8036,"SEVERE"
8037,"MILD"
8038,"MILD"
8039,"MILD"
8040,"MILD"
8041,"MILD"
8042,"MILD"
8043,"MILD"
8044,"MILD"
8045,"MILD"
8046,"MILD"
8047,"MILD"
8048,"MILD"
8049,"MILD"
8050,"MILD"
8051,"MILD"
8052,"MILD"
8053,"MILD"
8054,"MILD"
8055,"MILD"
8056,"MILD"
8057,"MILD"
8058,"MILD"
8059,"SEVERE"
8060,"MILD"
8061,"MILD"
8062,"MILD"
8063,"MILD"
8064,"MILD"
8065,"MILD"
8066,"MILD"
8067,"MILD"
8068,"MILD"
8069,"MILD"
8070,"MILD"
8071,"MILD"
8072,"MILD"
8073,"MILD"
8074,"MILD"
8075,"MILD"
8076,"SEVERE"
8077,"MILD"
8078,"MILD"
8079,"MILD"
8080,"MILD"
8081,"MILD"
8082,"MILD"
8083,"MILD"
8084,"MILD"
8085,"MILD"
8086,"MILD"
8087,"MILD"
8088,"MILD"
8089,"MILD"
8090,"MILD"
8091,"MILD"
8092,"MILD"
8093,"MILD"
8094,"MILD"
8095,"MILD"
8096,"MILD"
8097,"MILD"
8098,"MILD"
8099,"MILD"
8100,"MILD"
8101,"MILD"
8102,"MILD"
8103,"MILD"
8104,"SEVERE"
8105,"MILD"
8106,"MILD"
8107,"MILD"
8108,"MILD"
8109,"MILD"
8110,"MILD"
8111,"MILD"
8112,"MILD"
8113,"MILD"
8114,"MILD"
8115,"MILD"
8116,"MILD"
8117,"MILD"
8118,"MILD"
8119,"MILD"
8120,"MILD"
8121,"MILD"
8122,"MILD"
8123,"MILD"
8124,"MILD"
8125,"MILD"
8126,"MILD"
8127,"MILD"
8128,"MILD"
8129,"MILD"
8130,"MILD"
8131,"MILD"
8132,"MILD"
8133,"MILD"
8134,"MILD"
8135,"MILD"
8136,"MILD"
8137,"MILD"
8138,"MILD"
8139,"MILD"
8140,"MILD"
8141,"MILD"
8142,"MILD"
8143,"MILD"
8144,"MILD"
8145,"MILD"
8146,"MILD"
8147,"MILD"
8148,"MILD"
8149,"SEVERE"
8150,"SEVERE"
8151,"MILD"
8152,"MILD"
8153,"SEVERE"
8154,"MILD"
8155,"MILD"
8156,"MILD"
8157,"MILD"
8158,"MILD"
8159,"MILD"
8160,"MILD"
8161,"MILD"
8162,"MILD"
8163,"MILD"
8164,"MILD"
8165,"MILD"
8166,"MILD"
8167,"MILD"
8168,"MILD"
8169,"MILD"
8170,"MILD"
8171,"MILD"
8172,"MILD"
8173,"MILD"
8174,"MILD"
8175,"MILD"
8176,"MILD"
8177,"MILD"
8178,"MILD"
8179,"MILD"
8180,"MILD"
8181,"MILD"
8182,"MILD"
8183,"MILD"
8184,"MILD"
8185,"MILD"
8186,"MILD"
8187,"MILD"
8188,"MILD"
8189,"MILD"
8190,"MILD"
8191,"MILD"
8192,"MILD"
8193,"MILD"
8194,"MILD"
8195,"MILD"
8196,"MILD"
8197,"MILD"
8198,"MILD"
8199,"MILD"
8200,"MILD"
8201,"MILD"
8202,"MILD"
8203,"MILD"
8204,"MILD"
8205,"MILD"
8206,"MILD"
8207,"MILD"
8208,"MILD"
8209,"MILD"
8210,"MILD"
8211,"SEVERE"
8212,"MILD"
8213,"MILD"
8214,"MILD"
8215,"MILD"
8216,"MILD"
8217,"MILD"
8218,"MILD"
8219,"MILD"
8220,"MILD"
8221,"SEVERE"
8222,"MILD"
8223,"MILD"
8224,"SEVERE"
8225,"MILD"
8226,"MILD"
8227,"MILD"
8228,"MILD"
8229,"MILD"
8230,"MILD"
8231,"MILD"
8232,"MILD"
8233,"MILD"
8234,"MILD"
8235,"MILD"
8236,"MILD"
8237,"MILD"
8238,"MILD"
8239,"MILD"
8240,"MILD"
8241,"SEVERE"
8242,"MILD"
8243,"MILD"
8244,"MILD"
8245,"MILD"
8246,"MILD"
8247,"MILD"
8248,"MILD"
8249,"MILD"
8250,"MILD"
8251,"MILD"
8252,"MILD"
8253,"MILD"
8254,"MILD"
8255,"MILD"
8256,"MILD"
8257,"MILD"
8258,"MILD"
8259,"MILD"
8260,"MILD"
8261,"MILD"
8262,"MILD"
8263,"MILD"
8264,"MILD"
8265,"MILD"
8266,"MILD"
8267,"MILD"
8268,"MILD"
8269,"MILD"
8270,"MILD"
8271,"MILD"
8272,"MILD"
8273,"MILD"
8274,"MILD"
8275,"MILD"
8276,"MILD"
8277,"MILD"
8278,"MILD"
8279,"MILD"
8280,"MILD"
8281,"MILD"
8282,"MILD"
8283,"MILD"
8284,"MILD"
8285,"MILD"
8286,"MILD"
8287,"MILD"
8288,"MILD"
8289,"MILD"
8290,"MILD"
8291,"MILD"
8292,"MILD"
8293,"MILD"
8294,"MILD"
8295,"MILD"
8296,"MILD"
8297,"MILD"
8298,"SEVERE"
8299,"MILD"
8300,"MILD"
8301,"MILD"
8302,"MILD"
8303,"MILD"
8304,"MILD"
8305,"MILD"
8306,"MILD"
8307,"MILD"
8308,"MILD"
8309,"MILD"
8310,"MILD"
8311,"MILD"
8312,"MILD"
8313,"MILD"
8314,"MILD"
8315,"MILD"
8316,"MILD"
8317,"MILD"
8318,"MILD"
8319,"MILD"
8320,"MILD"
8321,"MILD"
8322,"MILD"
8323,"MILD"
8324,"MILD"
8325,"MILD"
8326,"MILD"
8327,"MILD"
8328,"MILD"
8329,"MILD"
8330,"MILD"
8331,"MILD"
8332,"MILD"
8333,"MILD"
8334,"MILD"
8335,"MILD"
8336,"MILD"
8337,"MILD"
8338,"MILD"
8339,"MILD"
8340,"MILD"
8341,"MILD"
8342,"MILD"
8343,"MILD"
8344,"MILD"
8345,"MILD"
8346,"MILD"
8347,"MILD"
8348,"MILD"
8349,"MILD"
8350,"MILD"
8351,"MILD"
8352,"MILD"
8353,"MILD"
8354,"MILD"
8355,"MILD"
8356,"MILD"
8357,"MILD"
8358,"MILD"
8359,"MILD"
8360,"MILD"
8361,"MILD"
8362,"MILD"
8363,"MILD"
8364,"MILD"
8365,"MILD"
8366,"MILD"
8367,"MILD"
8368,"MILD"
8369,"MILD"
8370,"MILD"
8371,"MILD"
8372,"MILD"
8373,"MILD"
8374,"MILD"
8375,"MILD"
8376,"MILD"
8377,"MILD"
8378,"MILD"
8379,"MILD"
8380,"MILD"
8381,"MILD"
8382,"MILD"
8383,"MILD"
8384,"MILD"
8385,"MILD"
8386,"MILD"
8387,"MILD"
8388,"MILD"
8389,"MILD"
8390,"MILD"
8391,"MILD"
8392,"MILD"
8393,"MILD"
8394,"MILD"
8395,"MILD"
8396,"MILD"
8397,"MILD"
8398,"MILD"
8399,"MILD"
8400,"MILD"
8401,"MILD"
8402,"MILD"
8403,"SEVERE"
8404,"MILD"
8405,"MILD"
8406,"MILD"
8407,"MILD"
8408,"MILD"
8409,"MILD"
8410,"MILD"
8411,"MILD"
8412,"MILD"
8413,"MILD"
8414,"MILD"
8415,"MILD"
8416,"MILD"
8417,"MILD"
8418,"MILD"
8419,"MILD"
8420,"MILD"
8421,"MILD"
8422,"MILD"
8423,"MILD"
8424,"MILD"
8425,"MILD"
8426,"MILD"
8427,"MILD"
8428,"MILD"
8429,"MILD"
8430,"MILD"
8431,"MILD"
8432,"MILD"
8433,"MILD"
8434,"MILD"
8435,"MILD"
8436,"MILD"
8437,"MILD"
8438,"MILD"
8439,"MILD"
8440,"MILD"
8441,"MILD"
8442,"MILD"
8443,"MILD"
8444,"MILD"
8445,"SEVERE"
8446,"MILD"
8447,"MILD"
8448,"MILD"
8449,"MILD"
8450,"MILD"
8451,"MILD"
8452,"MILD"
8453,"MILD"
8454,"MILD"
8455,"MILD"
8456,"MILD"
8457,"MILD"
8458,"MILD"
8459,"MILD"
8460,"MILD"
8461,"MILD"
8462,"MILD"
8463,"MILD"
8464,"MILD"
8465,"MILD"
8466,"MILD"
8467,"MILD"
8468,"MILD"
8469,"MILD"
8470,"MILD"
8471,"MILD"
8472,"MILD"
8473,"MILD"
8474,"MILD"
8475,"MILD"
8476,"MILD"
8477,"MILD"
8478,"MILD"
8479,"MILD"
8480,"MILD"
8481,"MILD"
8482,"MILD"
8483,"MILD"
8484,"MILD"
8485,"SEVERE"
8486,"MILD"
8487,"MILD"
8488,"MILD"
8489,"MILD"
8490,"MILD"
8491,"MILD"
8492,"MILD"
8493,"MILD"
8494,"MILD"
8495,"MILD"
8496,"MILD"
8497,"MILD"
8498,"MILD"
8499,"MILD"
8500,"MILD"
8501,"MILD"
8502,"MILD"
8503,"MILD"
8504,"SEVERE"
8505,"MILD"
8506,"MILD"
8507,"MILD"
8508,"MILD"
8509,"MILD"
8510,"MILD"
8511,"MILD"
8512,"MILD"
8513,"MILD"
8514,"MILD"
8515,"MILD"
8516,"MILD"
8517,"MILD"
8518,"MILD"
8519,"MILD"
8520,"MILD"
8521,"MILD"
8522,"MILD"
8523,"MILD"
8524,"MILD"
8525,"MILD"
8526,"MILD"
8527,"MILD"
8528,"MILD"
8529,"MILD"
8530,"MILD"
8531,"MILD"
8532,"MILD"
8533,"MILD"
8534,"MILD"
8535,"MILD"
8536,"MILD"
8537,"MILD"
8538,"MILD"
8539,"MILD"
8540,"MILD"
8541,"MILD"
8542,"MILD"
8543,"MILD"
8544,"MILD"
8545,"SEVERE"
8546,"MILD"
8547,"MILD"
8548,"MILD"
8549,"MILD"
8550,"MILD"
8551,"MILD"
8552,"MILD"
8553,"MILD"
8554,"MILD"
8555,"MILD"
8556,"MILD"
8557,"MILD"
8558,"MILD"
8559,"MILD"
8560,"MILD"
8561,"MILD"
8562,"MILD"
8563,"MILD"
8564,"MILD"
8565,"MILD"
8566,"MILD"
8567,"MILD"
8568,"MILD"
8569,"MILD"
8570,"MILD"
8571,"MILD"
8572,"MILD"
8573,"SEVERE"
8574,"MILD"
8575,"MILD"
8576,"MILD"
8577,"MILD"
8578,"MILD"
8579,"MILD"
8580,"MILD"
8581,"MILD"
8582,"MILD"
8583,"MILD"
8584,"MILD"
8585,"MILD"
8586,"MILD"
8587,"MILD"
8588,"MILD"
8589,"MILD"
8590,"MILD"
8591,"MILD"
8592,"MILD"
8593,"MILD"
8594,"MILD"
8595,"MILD"
8596,"MILD"
8597,"MILD"
8598,"MILD"
8599,"MILD"
8600,"MILD"
8601,"MILD"
8602,"MILD"
8603,"MILD"
8604,"MILD"
8605,"MILD"
8606,"MILD"
8607,"MILD"
8608,"MILD"
8609,"MILD"
8610,"MILD"
8611,"MILD"
8612,"MILD"
8613,"MILD"
8614,"SEVERE"
8615,"MILD"
8616,"MILD"
8617,"MILD"
8618,"MILD"
8619,"MILD"
8620,"MILD"
8621,"MILD"
8622,"MILD"
8623,"MILD"
8624,"MILD"
8625,"MILD"
8626,"MILD"
8627,"MILD"
8628,"MILD"
8629,"MILD"
8630,"MILD"
8631,"MILD"
8632,"MILD"
8633,"SEVERE"
8634,"MILD"
8635,"MILD"
8636,"MILD"
8637,"MILD"
8638,"MILD"
8639,"MILD"
8640,"MILD"
8641,"MILD"
8642,"MILD"
8643,"MILD"
8644,"MILD"
8645,"MILD"
8646,"MILD"
8647,"MILD"
8648,"MILD"
8649,"MILD"
8650,"MILD"
8651,"MILD"
8652,"MILD"
8653,"MILD"
8654,"MILD"
8655,"SEVERE"
8656,"MILD"
8657,"MILD"
8658,"MILD"
8659,"MILD"
8660,"MILD"
8661,"MILD"
8662,"MILD"
8663,"MILD"
8664,"MILD"
8665,"MILD"
8666,"MILD"
8667,"MILD"
8668,"MILD"
8669,"MILD"
8670,"MILD"
8671,"MILD"
8672,"MILD"
8673,"MILD"
8674,"MILD"
8675,"MILD"
8676,"SEVERE"
8677,"MILD"
8678,"MILD"
8679,"MILD"
8680,"MILD"
8681,"MILD"
8682,"MILD"
8683,"SEVERE"
8684,"MILD"
8685,"MILD"
8686,"MILD"
8687,"MILD"
8688,"MILD"
8689,"MILD"
8690,"MILD"
8691,"MILD"
8692,"MILD"
8693,"MILD"
8694,"MILD"
8695,"MILD"
8696,"MILD"
8697,"MILD"
8698,"MILD"
8699,"MILD"
8700,"MILD"
8701,"MILD"
8702,"MILD"
8703,"MILD"
8704,"MILD"
8705,"MILD"
8706,"MILD"
8707,"MILD"
8708,"MILD"
8709,"MILD"
8710,"MILD"
8711,"MILD"
8712,"MILD"
8713,"MILD"
8714,"MILD"
8715,"MILD"
8716,"MILD"
8717,"MILD"
8718,"MILD"
8719,"MILD"
8720,"MILD"
8721,"MILD"
8722,"MILD"
8723,"MILD"
8724,"MILD"
8725,"MILD"
8726,"MILD"
8727,"MILD"
8728,"MILD"
8729,"MILD"
8730,"MILD"
8731,"MILD"
8732,"MILD"
8733,"MILD"
8734,"MILD"
8735,"MILD"
8736,"MILD"
8737,"MILD"
8738,"SEVERE"
8739,"MILD"
8740,"MILD"
8741,"MILD"
8742,"MILD"
8743,"MILD"
8744,"MILD"
8745,"MILD"
8746,"MILD"
8747,"MILD"
8748,"MILD"
8749,"MILD"
8750,"MILD"
8751,"MILD"
8752,"MILD"
8753,"MILD"
8754,"MILD"
8755,"MILD"
8756,"MILD"
8757,"MILD"
8758,"MILD"
8759,"MILD"
8760,"MILD"
8761,"MILD"
8762,"MILD"
8763,"MILD"
8764,"MILD"
8765,"MILD"
8766,"MILD"
8767,"MILD"
8768,"MILD"
8769,"MILD"
8770,"SEVERE"
8771,"MILD"
8772,"MILD"
8773,"MILD"
8774,"MILD"
8775,"MILD"
8776,"MILD"
8777,"MILD"
8778,"MILD"
8779,"MILD"
8780,"MILD"
8781,"MILD"
8782,"MILD"
8783,"MILD"
8784,"MILD"
8785,"MILD"
8786,"MILD"
8787,"MILD"
8788,"MILD"
8789,"MILD"
8790,"MILD"
8791,"MILD"
8792,"MILD"
8793,"MILD"
8794,"MILD"
8795,"MILD"
8796,"MILD"
8797,"MILD"
8798,"MILD"
8799,"MILD"
8800,"MILD"
8801,"MILD"
8802,"SEVERE"
8803,"MILD"
8804,"MILD"
8805,"MILD"
8806,"MILD"
8807,"MILD"
8808,"MILD"
8809,"MILD"
8810,"MILD"
8811,"MILD"
8812,"MILD"
8813,"MILD"
8814,"MILD"
8815,"MILD"
8816,"MILD"
8817,"MILD"
8818,"MILD"
8819,"MILD"
8820,"MILD"
8821,"MILD"
8822,"MILD"
8823,"MILD"
8824,"MILD"
8825,"MILD"
8826,"MILD"
8827,"MILD"
8828,"MILD"
8829,"MILD"
8830,"MILD"
8831,"MILD"
8832,"MILD"
8833,"MILD"
8834,"MILD"
8835,"MILD"
8836,"MILD"
8837,"MILD"
8838,"MILD"
8839,"MILD"
8840,"MILD"
8841,"MILD"
8842,"MILD"
8843,"MILD"
8844,"MILD"
8845,"SEVERE"
8846,"MILD"
8847,"MILD"
8848,"MILD"
8849,"MILD"
8850,"MILD"
8851,"MILD"
8852,"MILD"
8853,"MILD"
8854,"MILD"
8855,"MILD"
8856,"MILD"
8857,"MILD"
8858,"MILD"
8859,"MILD"
8860,"MILD"
8861,"MILD"
8862,"SEVERE"
8863,"MILD"
8864,"MILD"
8865,"MILD"
8866,"MILD"
8867,"MILD"
8868,"MILD"
8869,"MILD"
8870,"SEVERE"
8871,"MILD"
8872,"MILD"
8873,"MILD"
8874,"MILD"
8875,"MILD"
8876,"SEVERE"
8877,"MILD"
8878,"MILD"
8879,"MILD"
8880,"MILD"
8881,"MILD"
8882,"MILD"
8883,"MILD"
8884,"MILD"
8885,"MILD"
8886,"MILD"
8887,"MILD"
8888,"MILD"
8889,"MILD"
8890,"MILD"
8891,"MILD"
8892,"MILD"
8893,"MILD"
8894,"MILD"
8895,"MILD"
8896,"MILD"
8897,"MILD"
8898,"MILD"
8899,"MILD"
8900,"MILD"
8901,"MILD"
8902,"MILD"
8903,"MILD"
8904,"MILD"
8905,"MILD"
8906,"MILD"
8907,"MILD"
8908,"MILD"
8909,"SEVERE"
8910,"MILD"
8911,"MILD"
8912,"MILD"
8913,"MILD"
8914,"MILD"
8915,"MILD"
8916,"MILD"
8917,"MILD"
8918,"SEVERE"
8919,"MILD"
8920,"MILD"
8921,"MILD"
8922,"MILD"
8923,"MILD"
8924,"MILD"
8925,"MILD"
8926,"MILD"
8927,"MILD"
8928,"MILD"
8929,"MILD"
8930,"MILD"
8931,"MILD"
8932,"MILD"
8933,"MILD"
8934,"MILD"
8935,"MILD"
8936,"MILD"
8937,"MILD"
8938,"MILD"
8939,"MILD"
8940,"MILD"
8941,"MILD"
8942,"MILD"
8943,"MILD"
8944,"MILD"
8945,"MILD"
8946,"MILD"
8947,"MILD"
8948,"MILD"
8949,"MILD"
8950,"MILD"
8951,"MILD"
8952,"MILD"
8953,"MILD"
8954,"MILD"
8955,"MILD"
8956,"MILD"
8957,"MILD"
8958,"MILD"
8959,"MILD"
8960,"MILD"
8961,"MILD"
8962,"MILD"
8963,"MILD"
8964,"SEVERE"
8965,"MILD"
8966,"MILD"
8967,"MILD"
8968,"MILD"
8969,"MILD"
8970,"MILD"
8971,"MILD"
8972,"MILD"
8973,"MILD"
8974,"MILD"
8975,"MILD"
8976,"MILD"
8977,"MILD"
8978,"MILD"
8979,"MILD"
8980,"MILD"
8981,"MILD"
8982,"MILD"
8983,"MILD"
8984,"MILD"
8985,"MILD"
8986,"MILD"
8987,"MILD"
8988,"MILD"
8989,"MILD"
8990,"MILD"
8991,"MILD"
8992,"MILD"
8993,"MILD"
8994,"MILD"
8995,"MILD"
8996,"MILD"
8997,"MILD"
8998,"MILD"
8999,"MILD"
9000,"MILD"
9001,"MILD"
9002,"MILD"
9003,"MILD"
9004,"MILD"
9005,"MILD"
9006,"MILD"
9007,"MILD"
9008,"MILD"
9009,"MILD"
9010,"MILD"
9011,"MILD"
9012,"MILD"
9013,"MILD"
9014,"MILD"
9015,"MILD"
9016,"MILD"
9017,"MILD"
9018,"MILD"
9019,"MILD"
9020,"MILD"
9021,"MILD"
9022,"MILD"
9023,"MILD"
9024,"MILD"
9025,"MILD"
9026,"MILD"
9027,"MILD"
9028,"MILD"
9029,"MILD"
9030,"SEVERE"
9031,"MILD"
9032,"MILD"
9033,"MILD"
9034,"MILD"
9035,"MILD"
9036,"MILD"
9037,"MILD"
9038,"MILD"
9039,"MILD"
9040,"MILD"
9041,"MILD"
9042,"MILD"
9043,"MILD"
9044,"MILD"
9045,"MILD"
9046,"MILD"
9047,"MILD"
9048,"MILD"
9049,"MILD"
9050,"MILD"
9051,"MILD"
9052,"MILD"
9053,"MILD"
9054,"MILD"
9055,"MILD"
9056,"MILD"
9057,"MILD"
9058,"MILD"
9059,"MILD"
9060,"MILD"
9061,"MILD"
9062,"SEVERE"
9063,"MILD"
9064,"MILD"
9065,"MILD"
9066,"MILD"
9067,"MILD"
9068,"MILD"
9069,"MILD"
9070,"MILD"
9071,"MILD"
9072,"MILD"
9073,"MILD"
9074,"MILD"
9075,"MILD"
9076,"MILD"
9077,"MILD"
9078,"MILD"
9079,"MILD"
9080,"MILD"
9081,"MILD"
9082,"MILD"
9083,"MILD"
9084,"SEVERE"
9085,"MILD"
9086,"MILD"
9087,"MILD"
9088,"MILD"
9089,"SEVERE"
9090,"MILD"
9091,"MILD"
9092,"MILD"
9093,"MILD"
9094,"MILD"
9095,"MILD"
9096,"MILD"
9097,"SEVERE"
9098,"MILD"
9099,"MILD"
9100,"MILD"
9101,"MILD"
9102,"MILD"
9103,"MILD"
9104,"MILD"
9105,"MILD"
9106,"MILD"
9107,"MILD"
9108,"MILD"
9109,"MILD"
9110,"MILD"
9111,"MILD"
9112,"MILD"
9113,"MILD"
9114,"MILD"
9115,"MILD"
9116,"MILD"
9117,"MILD"
9118,"MILD"
9119,"MILD"
9120,"MILD"
9121,"MILD"
9122,"MILD"
9123,"MILD"
9124,"MILD"
9125,"MILD"
9126,"MILD"
9127,"MILD"
9128,"MILD"
9129,"MILD"
9130,"MILD"
9131,"MILD"
9132,"MILD"
9133,"MILD"
9134,"MILD"
9135,"MILD"
9136,"MILD"
9137,"MILD"
9138,"MILD"
9139,"MILD"
9140,"MILD"
9141,"MILD"
9142,"MILD"
9143,"MILD"
9144,"MILD"
9145,"MILD"
9146,"MILD"
9147,"MILD"
9148,"MILD"
9149,"MILD"
9150,"MILD"
9151,"MILD"
9152,"MILD"
9153,"MILD"
9154,"MILD"
9155,"MILD"
9156,"MILD"
9157,"MILD"
9158,"MILD"
9159,"MILD"
9160,"MILD"
9161,"MILD"
9162,"MILD"
9163,"MILD"
9164,"MILD"
9165,"SEVERE"
9166,"MILD"
9167,"MILD"
9168,"MILD"
9169,"MILD"
9170,"MILD"
9171,"MILD"
9172,"MILD"
9173,"MILD"
9174,"MILD"
9175,"MILD"
9176,"MILD"
9177,"MILD"
9178,"MILD"
9179,"MILD"
9180,"MILD"
9181,"MILD"
9182,"SEVERE"
9183,"MILD"
9184,"MILD"
9185,"MILD"
9186,"MILD"
9187,"MILD"
9188,"MILD"
9189,"MILD"
9190,"MILD"
9191,"MILD"
9192,"MILD"
9193,"MILD"
9194,"MILD"
9195,"MILD"
9196,"MILD"
9197,"MILD"
9198,"MILD"
9199,"MILD"
9200,"MILD"
9201,"MILD"
9202,"MILD"
9203,"MILD"
9204,"MILD"
9205,"MILD"
9206,"MILD"
9207,"SEVERE"
9208,"MILD"
9209,"MILD"
9210,"MILD"
9211,"MILD"
9212,"MILD"
9213,"MILD"
9214,"MILD"
9215,"MILD"
9216,"MILD"
9217,"MILD"
9218,"MILD"
9219,"MILD"
9220,"MILD"
9221,"MILD"
9222,"MILD"
9223,"MILD"
9224,"MILD"
9225,"MILD"
9226,"MILD"
9227,"MILD"
9228,"MILD"
9229,"MILD"
9230,"MILD"
9231,"MILD"
9232,"MILD"
9233,"MILD"
9234,"MILD"
9235,"MILD"
9236,"MILD"
9237,"MILD"
9238,"MILD"
9239,"MILD"
9240,"MILD"
9241,"MILD"
9242,"MILD"
9243,"MILD"
9244,"MILD"
9245,"MILD"
9246,"MILD"
9247,"MILD"
9248,"MILD"
9249,"MILD"
9250,"MILD"
9251,"MILD"
9252,"MILD"
9253,"MILD"
9254,"MILD"
9255,"MILD"
9256,"MILD"
9257,"MILD"
9258,"MILD"
9259,"MILD"
9260,"MILD"
9261,"MILD"
9262,"MILD"
9263,"MILD"
9264,"MILD"
9265,"MILD"
9266,"MILD"
9267,"MILD"
9268,"MILD"
9269,"MILD"
9270,"MILD"
9271,"MILD"
9272,"MILD"
9273,"MILD"
9274,"MILD"
9275,"MILD"
9276,"MILD"
9277,"MILD"
9278,"MILD"
9279,"MILD"
9280,"MILD"
9281,"MILD"
9282,"MILD"
9283,"MILD"
9284,"MILD"
9285,"MILD"
9286,"MILD"
9287,"MILD"
9288,"MILD"
9289,"MILD"
9290,"MILD"
9291,"MILD"
9292,"MILD"
9293,"MILD"
9294,"MILD"
9295,"MILD"
9296,"MILD"
9297,"MILD"
9298,"MILD"
9299,"MILD"
9300,"MILD"
9301,"MILD"
9302,"MILD"
9303,"MILD"
9304,"MILD"
9305,"MILD"
9306,"MILD"
9307,"MILD"
9308,"MILD"
9309,"MILD"
9310,"MILD"
9311,"MILD"
9312,"MILD"
9313,"MILD"
9314,"MILD"
9315,"MILD"
9316,"MILD"
9317,"MILD"
9318,"MILD"
9319,"MILD"
9320,"MILD"
9321,"MILD"
9322,"MILD"
9323,"MILD"
9324,"MILD"
9325,"MILD"
9326,"MILD"
9327,"MILD"
9328,"MILD"
9329,"SEVERE"
9330,"MILD"
9331,"MILD"
9332,"MILD"
9333,"MILD"
9334,"MILD"
9335,"MILD"
9336,"MILD"
9337,"SEVERE"
9338,"MILD"
9339,"MILD"
9340,"MILD"
9341,"MILD"
9342,"MILD"
9343,"MILD"
9344,"MILD"
9345,"MILD"
